Category,Condition,No_of_studies
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Infertility, Female",221
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Infertility, Male",156
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Kallmann Syndrome,20
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Kidney Calculi,273
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Kidney Cortex Necrosis,1
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Kidney Diseases,7924
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Kidney Diseases, Cystic",134
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Kidney Failure, Chronic",1590
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Kidney Neoplasms,1659
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Kidney Tubular Necrosis, Acute",9
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Klinefelter Syndrome,30
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Lactation Disorders,7
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Leydig Cell Tumor,10
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Liddle Syndrome,1
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Lupus Nephritis,133
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Mastitis,16
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Maternal Death,40
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Meconium Aspiration Syndrome,17
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Menopause, Premature",168
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Menorrhagia,149
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Metrorrhagia,57
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Morning Sickness,20
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Multicystic Dysplastic Kidney,10
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Nephritis,461
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Nephritis, Hereditary",14
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Nephritis, Interstitial",67
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Nephrocalcinosis,10
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Nephrolithiasis,273
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Nephroma, Mesoblastic",8
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Nephrosclerosis,3
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Nephrosis,113
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Nephrosis, Lipoid",33
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Nephrotic Syndrome,113
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Nocturnal Enuresis,701
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Nuchal Cord,2
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Obstetric Labor Complications,1752
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Obstetric Labor, Premature",1301
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Oculocerebrorenal Syndrome,6
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Oligohydramnios,18
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Oligospermia,27
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Oliguria,8
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Oophoritis,1
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Orchitis,1
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Ovarian Cysts,566
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Ovarian Diseases,2500
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Ovarian Hyperstimulation Syndrome,83
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Ovarian Neoplasms,2290
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Paraphimosis,1
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Pelvic Floor Disorders,65
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Pelvic Inflammatory Disease,58
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Penile Diseases,114
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Penile Induration,18
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Penile Neoplasms,31
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Perinatal Death,60
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Phimosis,7
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Placenta Accreta,37
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Placenta Diseases,136
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Placenta Previa,50
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Placenta, Retained",12
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Placental Insufficiency,17
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Polycystic Kidney Diseases,120
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Polycystic Kidney, Autosomal Dominant",101
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Polycystic Kidney, Autosomal Recessive",3
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Polycystic Ovary Syndrome,560
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Polyhydramnios,5
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Polyuria,24
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Postpartum Hemorrhage,270
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Postpartum Thyroiditis,3
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Pre-Eclampsia,456
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Pregnancy Complications,3583
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Pregnancy Complications, Cardiovascular",3
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Pregnancy Complications, Hematologic",2
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Pregnancy Complications, Infectious",48
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Pregnancy Complications, Neoplastic",66
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Pregnancy in Diabetics,96
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Pregnancy, Abdominal",3
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Pregnancy, Cornual",1
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Pregnancy, Ectopic",44
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Pregnancy, Interstitial",1
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Pregnancy, Ovarian",7
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Pregnancy, Prolonged",24
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Pregnancy, Tubal",4
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Premature Birth,3210
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Premature Ejaculation,62
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Prenatal Exposure Delayed Effects,3
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Priapism,6
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Primary Ovarian Insufficiency,178
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Prostatic Diseases,4212
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Prostatic Hyperplasia,455
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Prostatic Neoplasms,4298
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Prostatic Neoplasms, Castration-Resistant",28
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Prostatitis,60
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Proteinuria,409
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Pruritus Vulvae,1
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Pseudohypoaldosteronism,4
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Pubic Symphysis Diastasis,1
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Puerperal Disorders,467
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Puerperal Infection,7
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Pyelectasis,1
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Pyelonephritis,69
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Pyonephrosis,1
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Pyuria,4
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Rectovaginal Fistula,4
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Renal Artery Obstruction,46
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Renal Insufficiency,4453
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Renal Insufficiency, Chronic",2803
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Renal Tubular Transport, Inborn Errors",161
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Reproductive Tract Infections,3
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Sarcoma, Endometrial Stromal",22
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Schistosomiasis haematobia,12
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Sertoli Cell Tumor,1
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Sertoli Cell-Only Syndrome,1
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Sertoli-Leydig Cell Tumor,10
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Sex Chromosome Disorders of Sex Development,129
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Sexual Dysfunction, Physiological",543
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Sexually Transmitted Diseases,5072
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Sexually Transmitted Diseases, Bacterial",165
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Solitary Kidney,3
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Spermatic Cord Torsion,3
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Spermatocele,1
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Squamous Intraepithelial Lesions of the Cervix,50
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Staghorn Calculi,1
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Stillbirth,81
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Syphilis,65
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Teratozoospermia,5
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Testicular Diseases,200
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Testicular Hydrocele,16
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Testicular Neoplasms,254
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Trichomonas Vaginitis,13
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Trophoblastic Neoplasms,93
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Trophoblastic Tumor, Placental Site",3
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Turner Syndrome,162
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Uremia,75
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Ureteral Calculi,72
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Ureteral Diseases,185
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Ureteral Neoplasms,97
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Ureteral Obstruction,27
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Ureterolithiasis,72
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urethral Diseases,123
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urethral Neoplasms,68
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urethral Obstruction,44
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urethral Stricture,23
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urethritis,7
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urinary Bladder Calculi,4
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urinary Bladder Diseases,1802
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urinary Bladder Neck Obstruction,27
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urinary Bladder Neoplasms,1036
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Urinary Bladder, Neurogenic",97
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Urinary Bladder, Overactive",567
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Urinary Bladder, Underactive",9
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urinary Calculi,302
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urinary Fistula,6
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urinary Incontinence,882
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Urinary Incontinence, Stress",354
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Urinary Incontinence, Urge",136
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urinary Retention,146
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urinary Tract Infections,504
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urination Disorders,1231
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urogenital Abnormalities,368
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urogenital Neoplasms,9421
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urolithiasis,348
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urologic Diseases,10725
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Urologic Neoplasms,2433
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Uterine Cervical Diseases,1126
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Uterine Cervical Dysplasia,161
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Uterine Cervical Incompetence,15
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Uterine Cervical Neoplasms,1148
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Uterine Cervicitis,3
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Uterine Diseases,2138
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Uterine Hemorrhage,488
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Uterine Inertia,26
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Uterine Neoplasms,1682
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Uterine Perforation,2
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Uterine Prolapse,75
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Uterine Retroversion,1
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Uterine Rupture,7
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Vaginal Discharge,10
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Vaginal Diseases,350
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Vaginal Fistula,12
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Vaginal Neoplasms,99
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Vaginismus,9
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Vaginitis,242
"Urinary Tract, Sexual Organs, and Pregnancy Conditions","Vaginosis, Bacterial",141
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Varicocele,29
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Vasa Previa,1
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Vesico-Ureteral Reflux,25
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Vesicovaginal Fistula,5
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Vulvar Diseases,236
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Vulvar Lichen Sclerosus,11
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Vulvar Neoplasms,118
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Vulvar Vestibulitis,42
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Vulvodynia,72
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Vulvovaginitis,54
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",WAGR Syndrome,3
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Wilms Tumor,205
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Wolfram Syndrome,6
"Urinary Tract, Sexual Organs, and Pregnancy Conditions",Zellweger Syndrome,5
